Depth (m),Density (g/cc),DTCO (us/ft),DTSM (us/ft),Vp(0) (m/s),Vs(0) (m/s),v_iso_d,E_iso_d (Mpsi),Ev_d (Mpsi),Eh_d (Mpsi),vv_d,vh_d,Porosity,C11,C12,C13,C33,C44,Min Stress,Max Stress
3918.88,2.54,64.78,134.87,4705.4,2259.99,0.35,5.09,5.4,7.22,0.3,0.31,0.135900002,10.6991866,5.20142707,4.69285334,8.168451535,1.884343523,9449.007335,11377.58755
3919,2.55,62.15,134.23,4904.03,2270.75,0.36,5.2,5.59,7.34,0.31,0.32,0.134940004,11.41235675,5.866947313,5.337282242,8.890105412,1.906073416,9656.395176,11585.03691
3919.13,2.55,61.66,135.16,4943.16,2255.17,0.37,5.14,5.56,7.29,0.31,0.33,0.135419998,11.54670793,6.0567434,5.522571304,9.028983088,1.879270832,9747.120033,11675.82328
3919.25,2.54,62.15,137.27,4904.01,2220.41,0.37,4.99,5.4,7.12,0.32,0.33,0.136625996,11.38539787,6.023929518,5.492649305,8.869083856,1.818196075,9808.742251,11737.50701
3919.38,2.54,64.2,139.47,4747.9,2185.47,0.37,4.8,5.16,6.92,0.31,0.32,0.13783,10.8110555,5.581037144,5.064930048,8.29051779,1.756576882,9741.98322,11670.8095
3919.5,2.5,68.06,140.83,4478.71,2164.32,0.35,4.58,4.84,6.66,0.29,0.31,0.138671999,9.78096175,4.686072008,4.204055056,7.283970983,1.701004859,9471.790161,11400.67796
3919.63,2.45,71.21,140.66,4280.56,2166.89,0.33,4.44,4.61,6.47,0.27,0.29,0.139160004,8.965362588,3.964039471,3.513734427,6.520781767,1.670987506,9165.140538,11094.08985
3919.75,2.39,73.79,139.75,4130.9,2180.99,0.31,4.32,4.43,6.3,0.25,0.28,0.137712002,8.305978051,3.380900886,2.958510095,5.92672076,1.652080327,8847.603011,10776.61384
3919.88,2.36,77.1,139.58,3953.15,2183.71,0.28,4.18,4.24,6.14,0.23,0.26,0.135903997,7.686503641,2.820915626,2.423240643,5.352826706,1.633371221,8475.494584,10404.56693
3920,2.36,79.6,139.52,3829.12,2184.69,0.26,4.11,4.13,6.07,0.21,0.25,0.133736,7.340545673,2.473969382,2.089194803,5.020077654,1.63415493,8183.032867,10112.16673
3920.13,2.38,80.07,138.78,3806.54,2196.32,0.25,4.17,4.17,6.15,0.21,0.24,0.130965996,7.340690262,2.39656962,2.011084198,5.003095089,1.66558594,8069.516515,9998.711889
3920.25,2.41,79.21,138.25,3847.88,2204.69,0.26,4.26,4.28,6.27,0.21,0.25,0.127110004,7.542215811,2.51338974,2.119377435,5.172488152,1.69805281,8132.052873,10061.30976
3920.38,2.43,77.27,137.87,3944.55,2210.84,0.27,4.38,4.42,6.4,0.22,0.26,0.121806002,7.879920222,2.789619793,2.382476507,5.480800426,1.721723683,8332.275775,10261.59418
3920.5,2.44,74.86,137.12,4071.35,2222.92,0.29,4.51,4.59,6.55,0.24,0.27,0.117228003,8.30585823,3.140815422,2.717676209,5.879706834,1.752786001,8553.052092,10482.43201
3920.63,2.46,73.29,135.83,4158.74,2243.95,0.29,4.66,4.76,6.71,0.24,0.27,0.113371992,8.629393117,3.357434764,2.922365425,6.179999447,1.799253021,8638.764579,10568.20602
3920.75,2.48,72.25,133.26,4218.48,2287.28,0.29,4.87,4.97,6.95,0.24,0.27,0.110358,8.886216414,3.424692671,2.980302607,6.413045781,1.885352656,8573.729209,10503.23216
3920.88,2.5,71.01,129.59,4292.46,2352.11,0.29,5.16,5.26,7.26,0.24,0.27,0.108430004,9.178160761,3.4577828,3.002392412,6.685382699,2.007380977,8448.766443,10378.33091
3921,2.52,69.84,127.26,4364.41,2395.01,0.28,5.4,5.5,7.52,0.24,0.27,0.106990004,9.492300747,3.568975143,3.100936984,6.974957322,2.100413933,8412.838349,10342.46433
3921.13,2.51,69.26,126.14,4400.61,2416.29,0.28,5.47,5.58,7.59,0.24,0.27,0.104457998,9.567048057,3.594579178,3.124156793,7.06022164,2.128584555,8396.433985,10326.12148
3921.25,2.5,69.52,124.66,4384.31,2445.02,0.27,5.53,5.62,7.64,0.23,0.26,0.100601997,9.469233852,3.423816653,2.955931752,6.974551138,2.169094207,8246.947723,10176.69674
3921.38,2.49,70.73,123.77,4309.31,2462.7,0.26,5.51,5.57,7.62,0.22,0.25,0.096146002,9.190612356,3.109185322,2.64958999,6.708332519,2.190900677,8015.999387,9945.809918
3921.5,2.47,72.21,125.12,4221.28,2436.05,0.25,5.33,5.37,7.43,0.21,0.25,0.092770004,8.862624184,2.911489782,2.464760438,6.398295481,2.130827365,7938.116207,9867.988254
3921.63,2.46,72.77,127.92,4188.34,2382.69,0.26,5.11,5.16,7.19,0.22,0.25,0.090361996,8.712115191,2.978928359,2.540479217,6.263208081,2.026971049,8101.873156,10031.80672
3921.75,2.45,72.85,130.9,4184.19,2328.5,0.28,4.91,4.98,6.96,0.23,0.26,0.089759998,8.646488391,3.13128982,2.697214461,6.212707059,1.924022263,8330.787861,10260.78294
3921.88,2.44,73.2,133.1,4164.15,2289.96,0.28,4.76,4.84,6.8,0.24,0.27,0.091203995,8.558015588,3.188807212,2.758315977,6.133199911,1.854769176,8456.028783,10386.08538
3922,2.43,73.52,133.87,4145.8,2276.76,0.28,4.7,4.78,6.73,0.24,0.27,0.093369999,8.489139577,3.172125495,2.744140758,6.069285442,1.830448872,8475.541788,10405.6599
3922.13,2.43,73.13,132.84,4167.9,2294.56,0.28,4.77,4.85,6.81,0.23,0.27,0.093369999,8.555192221,3.179621123,2.749469649,6.134161654,1.859175353,8444.441359,10374.62099
3922.25,2.44,71.83,130.03,4243.5,2344.02,0.28,4.99,5.07,7.04,0.23,0.27,0.095785999,8.815575904,3.255080002,2.815325492,6.382228625,1.947367651,8387.765697,10318.00684
3922.38,2.47,69.94,126.64,4358.26,2406.87,0.28,5.32,5.42,7.41,0.23,0.27,0.098916006,9.277403998,3.435066046,2.976882775,6.812023401,2.077567728,8355.039804,10285.34246
3922.5,2.51,67.83,122.96,4493.33,2478.94,0.28,5.73,5.85,7.86,0.24,0.27,0.102528,9.855962483,3.667446983,3.185182928,7.352089547,2.237719572,8325.087232,10255.45141
3922.63,2.54,66.04,119.04,4615.6,2560.57,0.28,6.17,6.3,8.33,0.23,0.27,0.106625996,10.37357626,3.815776268,3.309833085,7.844214948,2.414150136,8234.838169,10165.26386
3922.75,2.55,64.59,115.03,4719.05,2649.77,0.27,6.59,6.72,8.76,0.23,0.27,0.111450005,10.76288284,3.844463342,3.317020915,8.228851374,2.594460985,8083.967922,10014.45513
3922.88,2.54,63.13,110.8,4828.09,2751,0.26,7.03,7.17,9.2,0.22,0.26,0.115305996,11.11893113,3.821817473,3.270485409,8.596599312,2.790992419,7902.55665,9833.105371
3923,2.55,62.07,107.92,4910.79,2824.19,0.25,7.4,7.54,9.58,0.21,0.26,0.115903997,11.4542271,3.836918996,3.262754383,8.928607097,2.953036281,7782.431959,9713.042195
3923.13,2.56,61.74,106.64,4936.97,2858.09,0.25,7.57,7.71,9.76,0.21,0.26,0.11684,11.58351791,3.804956762,3.219721259,9.052360805,3.033834394,7704.501318,9635.17307
3923.25,2.56,61.99,106.8,4916.66,2854.04,0.25,7.55,7.68,9.74,0.21,0.25,0.117950001,11.52901483,3.754814234,3.171172025,8.992041832,3.02996304,7680.583737,9611.317005
3923.38,2.56,62.77,110.17,4855.86,2766.7,0.26,7.16,7.3,9.35,0.22,0.26,0.115310001,11.29547179,3.884455636,3.324085136,8.75736849,2.842920999,7896.638164,9827.432947
3923.5,2.55,64.06,116.81,4758.33,2609.38,0.29,6.48,6.65,8.65,0.24,0.28,0.115830002,10.91964788,4.141771311,3.614636154,8.382812112,2.520893351,8310.85849,10241.71479
3923.63,2.55,65.62,122.85,4644.66,2481.07,0.3,5.92,6.1,8.08,0.25,0.28,0.118179998,10.51703273,4.224556011,3.719701118,7.977711273,2.27640895,8592.340094,10523.25791
3923.75,2.55,68.27,128.47,4464.85,2372.48,0.3,5.43,5.59,7.58,0.25,0.28,0.119827995,9.922686057,4.016027548,3.533051753,7.37775072,2.083136647,8693.806719,10624.78605
3923.88,2.53,73.24,136.28,4161.55,2236.52,0.3,4.76,4.86,6.86,0.25,0.27,0.118875999,8.869363791,3.48119495,3.0339394,6.354181055,1.835246611,8682.79193,10613.83278
3924,2.48,79.15,144.6,3850.8,2107.9,0.29,4.11,4.17,6.15,0.23,0.26,0.114060001,7.779278137,2.909706688,2.499000217,5.33738571,1.59928923,8608.762006,10539.86437
3924.13,2.42,83.77,151.42,3638.34,2012.94,0.28,3.64,3.67,5.6,0.23,0.26,0.106955996,6.999386889,2.540508858,2.155883087,4.64560836,1.42199883,8575.84846,10507.01234
3924.25,2.36,87.19,159.24,3495.97,1914.12,0.29,3.23,3.26,5.12,0.23,0.26,0.099186001,6.464206311,2.394675103,2.023985059,4.188080398,1.255502958,8730.154766,10661.38016
3924.38,2.33,90.37,169.32,3372.69,1800.11,0.3,2.85,2.9,4.68,0.24,0.26,0.092598,6.065988147,2.364919746,1.996671697,3.843460598,1.094889254,9021.009145,10952.29605
3924.5,2.31,93.99,178.11,3242.74,1711.34,0.31,2.57,2.62,4.35,0.24,0.27,0.088858004,5.705232651,2.26489844,1.898570186,3.525526998,0.98190805,9173.88646,11105.23488
3924.63,2.29,97.22,184.02,3135.05,1656.36,0.31,2.38,2.43,4.12,0.24,0.26,0.089449997,5.390177143,2.126930506,1.766254981,3.258192889,0.909481618,9202.860929,11134.27087
3924.75,2.25,99.61,188.63,3060.04,1615.84,0.31,2.23,2.28,3.93,0.23,0.26,0.090338001,5.13656338,2.02328653,1.668376732,3.055227614,0.851897046,9235.052141,11166.5236
3924.88,2.22,102.45,193.31,2975.25,1576.7,0.3,2.09,2.14,3.76,0.23,0.26,0.093445997,4.878755615,1.902194543,1.553388784,2.847165265,0.799586204,9231.483965,11163.01694
3925,2.2,105.33,195.96,2893.89,1555.42,0.3,2.01,2.05,3.66,0.22,0.26,0.094201994,4.679279731,1.768215268,1.425570935,2.679011355,0.773937139,9123.749348,11055.34384
3925.13,2.18,106.04,194.71,2874.32,1565.42,0.29,2,2.04,3.65,0.22,0.25,0.090802002,4.596033628,1.688441924,1.353148775,2.618916395,0.776803883,9000.143153,10931.79916
3925.25,2.25,104.03,189.2,2930.01,1610.95,0.28,2.18,2.21,3.89,0.21,0.25,0.084209995,4.861416094,1.753033264,1.410818346,2.807334619,0.848632252,8887.020324,10818.73784
3925.38,2.3,99.51,179.44,3062.99,1698.59,0.28,2.46,2.48,4.23,0.21,0.25,0.078761997,5.248347055,1.864311283,1.518506477,3.12373718,0.960638303,8755.490139,10687.26917
3925.5,2.33,93.39,167.37,3263.87,1821.1,0.27,2.86,2.87,4.7,0.22,0.25,0.071417999,5.803027483,2.043926991,1.691141171,3.600995988,1.121049463,8623.484162,10555.32471
3925.63,2.38,87.62,156.26,3478.82,1950.59,0.27,3.34,3.35,5.26,0.22,0.25,0.070381999,6.466521161,2.263155827,1.896029284,4.17694825,1.31318755,8497.747834,10429.6499
3925.75,2.41,83.44,147.89,3652.87,2060.96,0.27,3.76,3.78,5.73,0.22,0.25,0.076170001,7.006688338,2.423724085,2.043293046,4.661508927,1.483877479,8372.891111,10304.85469
3925.88,2.41,80.13,141.36,3803.6,2156.17,0.26,4.11,4.14,6.11,0.22,0.25,0.081610003,7.437385714,2.549248604,2.157318352,5.066738126,1.628179489,8272.432479,10204.45758
3926,2.41,77.35,136.9,3940.51,2226.51,0.27,4.39,4.43,6.4,0.22,0.25,0.08757,7.819712063,2.710780543,2.306923139,5.43578341,1.735436097,8261.583363,10193.66998
3926.13,2.41,75.72,135.58,4025.09,2248.19,0.27,4.5,4.55,6.51,0.23,0.26,0.092774,8.049341317,2.879345668,2.467830628,5.662254841,1.766453321,8353.675961,10285.82409
3926.25,2.4,75.03,135.53,4062.6,2249.02,0.28,4.51,4.57,6.51,0.23,0.26,0.096210003,8.13439605,2.976735161,2.562566628,5.751513783,1.762632678,8431.846617,10364.05626
3926.38,2.39,74.81,134.8,4074.57,2261.18,0.28,4.54,4.59,6.53,0.23,0.26,0.098310003,8.138531118,2.9612294,2.547565711,5.763762059,1.775067439,8403.629554,10335.90072
3926.5,2.41,74.93,134.46,4067.9,2266.9,0.27,4.57,4.63,6.58,0.23,0.26,0.100950003,8.163346901,2.939432828,2.524268265,5.77613031,1.793753922,8363.930819,10296.2635
3926.63,2.44,75.02,135.66,4063.12,2246.78,0.28,4.57,4.63,6.6,0.23,0.26,0.100981998,8.261233929,3.031431218,2.610787522,5.84160942,1.786217679,8443.751953,10376.14615
3926.75,2.47,75.01,138.5,4063.28,2200.78,0.29,4.48,4.57,6.53,0.24,0.27,0.099406004,8.359918159,3.218497771,2.791465119,5.911513056,1.734197444,8646.911271,10579.36698
3926.88,2.48,76.12,142.22,4004.39,2143.18,0.3,4.3,4.39,6.35,0.25,0.27,0.09677,8.238360044,3.250252363,2.824005747,5.77862737,1.655277286,8779.542749,10712.05997
3927,2.47,78.66,145.99,3875.11,2087.86,0.3,4.05,4.12,6.08,0.24,0.27,0.093625994,7.824228973,3.033467574,2.619810234,5.387573211,1.563973876,8760.323162,10692.9019
3927.13,2.42,81.3,149.06,3748.97,2044.83,0.29,3.78,3.83,5.76,0.23,0.26,0.090530005,7.30434214,2.747532452,2.353288302,4.93445818,1.468019452,8685.470924,10618.11118
3927.25,2.38,83.53,151.65,3648.99,2009.91,0.28,3.58,3.61,5.51,0.23,0.26,0.090058002,6.914876594,2.536818088,2.156929884,4.597518324,1.394861369,8623.470677,10556.17245
3927.38,2.35,86.09,154.66,3540.67,1970.81,0.28,3.37,3.39,5.27,0.22,0.25,0.086682005,6.532002527,2.331022578,1.964605711,4.264958107,1.321393886,8555.415982,10488.17927
3927.5,2.34,88.23,157.41,3454.52,1936.36,0.27,3.23,3.25,5.11,0.22,0.25,0.082782001,6.288373565,2.201187203,1.841748204,4.044356285,1.270707888,8513.529439,10446.35424
3927.63,2.35,88.95,159.7,3426.63,1908.58,0.28,3.16,3.18,5.05,0.22,0.25,0.078962002,6.250358335,2.220497746,1.858988861,3.999754842,1.240851842,8589.170308,10522.05663
3927.75,2.37,88.46,161.69,3445.49,1885.06,0.29,3.14,3.17,5.02,0.23,0.26,0.074050002,6.346146146,2.351627911,1.982177158,4.07490727,1.219733474,8763.327635,10696.27547
3927.88,2.38,87.38,161.59,3488.35,1886.23,0.29,3.17,3.22,5.07,0.23,0.26,0.071210003,6.485618059,2.469222823,2.093288991,4.19633351,1.226929898,8863.180773,10796.19012
3928,2.39,86.12,159.22,3539.25,1914.33,0.29,3.29,3.33,5.2,0.24,0.26,0.073332,6.650856609,2.534190162,2.15431563,4.341505267,1.270140576,8842.398544,10775.46941
3928.13,2.4,84.92,156.33,3589.2,1949.73,0.29,3.42,3.47,5.36,0.23,0.26,0.078044,6.8219073,2.578649488,2.19528506,4.491076377,1.325262709,8783.237364,10716.36975
3928.25,2.43,83.62,153.13,3644.9,1990.48,0.29,3.6,3.64,5.56,0.23,0.26,0.084549999,7.049026679,2.637209415,2.247802283,4.683581308,1.396765301,8712.233013,10645.42691
3928.38,2.46,82.09,147.56,3713.17,2065.54,0.28,3.89,3.92,5.91,0.22,0.26,0.093629999,7.333931204,2.63208986,2.236650115,4.926674976,1.524520193,8504.189141,10437.44455
3928.5,2.47,80.28,141.6,3796.51,2152.47,0.26,4.19,4.22,6.24,0.22,0.25,0.100973997,7.589762853,2.600061694,2.199641067,5.16497121,1.660249138,8278.736396,10212.05333
3928.63,2.46,77.75,137.09,3920.16,2223.3,0.26,4.46,4.49,6.51,0.22,0.25,0.105461998,7.922659931,2.718364709,2.308206708,5.491278599,1.76628713,8234.543931,10167.92238
3928.75,2.44,75.2,133.19,4053.01,2288.49,0.27,4.69,4.73,6.73,0.22,0.26,0.106505995,8.228083526,2.863733038,2.444659445,5.810172713,1.852384928,8238.134896,10171.57486
3928.88,2.42,73.76,130.28,4132.46,2339.54,0.26,4.86,4.91,6.9,0.22,0.26,0.104455996,8.407743049,2.909985262,2.485162766,6.000568556,1.923246445,8185.391934,10118.89341
3929,2.42,72.32,128.49,4214.45,2372.11,0.27,5.01,5.08,7.06,0.22,0.26,0.100600004,8.652304407,3.04559338,2.611891003,6.2410335,1.977172316,8220.57329,10154.13628
3929.13,2.44,70.47,127.52,4325.09,2390.31,0.28,5.17,5.27,7.23,0.23,0.27,0.098191996,9.047259567,3.341774113,2.893717196,6.616438538,2.02088446,8372.216755,10305.84126
3929.25,2.46,68.96,126.45,4419.73,2410.47,0.29,5.34,5.46,7.41,0.24,0.27,0.098316002,9.421786965,3.597753692,3.135761462,6.968690413,2.072828356,8473.884741,10407.57076
3929.38,2.48,68.15,123.56,4472.35,2466.9,0.28,5.6,5.72,7.7,0.24,0.27,0.100243998,9.658933293,3.594429715,3.12125619,7.187849113,2.186896206,8347.75502,10281.50256
3929.5,2.49,67.93,120.28,4487.28,2534.14,0.27,5.86,5.95,7.98,0.22,0.26,0.103254004,9.742168861,3.414690982,2.933446208,7.262191034,2.316131666,8104.605491,10038.41455
3929.63,2.48,68.2,118.47,4468.97,2572.82,0.25,5.97,6.04,8.09,0.21,0.25,0.106630001,9.671437824,3.211042303,2.728277841,7.194354445,2.384502314,7906.398655,9840.269226
3929.75,2.47,68.48,118,4450.66,2583.13,0.25,5.96,6.02,8.07,0.21,0.25,0.108558006,9.570071205,3.100769543,2.620655633,7.103925899,2.392988922,7823.738028,9757.670114
3929.88,2.47,68.02,117.81,4481.28,2587.2,0.25,5.99,6.06,8.1,0.21,0.25,0.106868,9.656310452,3.180023063,2.69729672,7.193252545,2.397622291,7872.772456,9806.766058
3930,2.47,66.68,117.27,4570.86,2599.18,0.26,6.1,6.19,8.2,0.22,0.26,0.103011999,9.933418543,3.421265859,2.929765436,7.474623424,2.416946151,8009.464855,9943.519973
3930.13,2.47,65.19,116.15,4675.87,2624.25,0.27,6.28,6.4,8.39,0.23,0.27,0.098193998,10.3107687,3.685243093,3.179871476,7.847381458,2.471780977,8116.179173,10050.29581
3930.25,2.5,64.3,114.95,4740.29,2651.68,0.27,6.48,6.62,8.61,0.23,0.27,0.093369999,10.61901607,3.831974474,3.31297544,8.13683709,2.546169361,8132.048474,10066.22662
3930.38,2.52,64.16,115.07,4750.3,2648.85,0.27,6.54,6.69,8.69,0.23,0.27,0.087586002,10.76382048,3.916811455,3.391881792,8.256344426,2.5672037,8161.738876,10095.97854
3930.5,2.54,64.6,116.55,4718.49,2615.08,0.28,6.45,6.6,8.61,0.23,0.27,0.081082001,10.74406627,3.968497442,3.446224317,8.213985778,2.523005177,8232.168968,10166.47015
3930.63,2.56,65.48,118.39,4655.15,2574.5,0.28,6.3,6.44,8.47,0.24,0.27,0.074577999,10.58997896,3.928152337,3.413106329,8.042094588,2.459719937,8271.391711,10205.75441
3930.75,2.51,67.05,120.28,4546.05,2534.15,0.27,5.97,6.08,8.1,0.23,0.27,0.068072,10.03678784,3.643092998,3.151256281,7.531617818,2.340375594,8223.43677,10157.86098
3930.88,2.47,69.35,122.29,4395.33,2492.53,0.26,5.63,5.7,7.73,0.22,0.26,0.060840001,9.398052782,3.252509495,2.785781528,6.931178129,2.228983778,8091.262249,10025.74798
3931,2.44,71.76,124.64,4247.31,2445.47,0.25,5.29,5.34,7.36,0.21,0.25,0.057951999,8.805492459,2.913202718,2.470313733,6.377980087,2.114374637,7974.201436,9908.748681
3931.13,2.41,73.89,128.99,4124.89,2363.01,0.26,4.9,4.93,6.93,0.21,0.25,0.05723,8.336874296,2.792953039,2.370724132,5.944051048,1.950684939,8067.024409,10001.63317
3931.25,2.39,75.51,135.34,4036.56,2252.05,0.27,4.48,4.53,6.48,0.23,0.26,0.058194003,8.022107953,2.878398548,2.468843212,5.651999857,1.759281702,8372.374296,10307.04457
3931.38,2.39,76.76,140.08,3970.87,2175.97,0.29,4.23,4.29,6.21,0.24,0.27,0.060604,7.847541351,2.936131422,2.53052346,5.478710827,1.645167392,8574.126587,10508.85838
3931.5,2.41,77.94,142.21,3910.55,2143.36,0.29,4.13,4.19,6.12,0.23,0.26,0.064460001,7.724937103,2.884888043,2.481604779,5.346800398,1.60622543,8592.447093,10527.2404
3931.63,2.43,78.7,142.63,3872.94,2137.04,0.28,4.13,4.18,6.14,0.23,0.26,0.067348003,7.694658384,2.82626348,2.422720026,5.296657336,1.612673792,8538.689843,10473.54467
3931.75,2.45,78.43,142.16,3886.03,2144.01,0.28,4.19,4.24,6.22,0.23,0.26,0.069875998,7.7922604,2.863786816,2.456041901,5.374170923,1.635878612,8535.771307,10470.68765
3931.88,2.46,77.62,142.03,3926.97,2146.06,0.29,4.24,4.3,6.27,0.24,0.27,0.071803999,7.942416913,2.987309379,2.573490455,5.510375951,1.645695774,8616.551596,10551.52945
3932,2.48,76.76,142.01,3970.83,2146.26,0.29,4.28,4.36,6.33,0.24,0.27,0.073614001,8.116107039,3.132195689,2.711124595,5.666176056,1.655357374,8708.838649,10643.87802
3932.13,2.49,76.13,141.82,4003.79,2149.25,0.3,4.33,4.41,6.38,0.24,0.27,0.07651,8.246542102,3.232885957,2.806573617,5.783887969,1.666673341,8763.484938,10698.58582
3932.25,2.48,76.69,144.03,3974.26,2116.2,0.3,4.2,4.3,6.25,0.25,0.27,0.080845995,8.15242445,3.248589865,2.82373124,5.694277765,1.614516391,8849.35594,10784.51834
3932.38,2.47,78.62,149.53,3876.82,2038.39,0.31,3.89,3.99,5.9,0.25,0.28,0.084096003,7.813331802,3.186029845,2.768413351,5.381421866,1.487713519,8998.733221,10933.95714
3932.5,2.45,81.02,155.94,3761.9,1954.66,0.32,3.57,3.66,5.54,0.26,0.28,0.087707996,7.421955036,3.08635685,2.675975823,5.023988178,1.356366598,9145.314736,11080.60017
3932.63,2.43,83.14,160.31,3666.03,1901.28,0.32,3.36,3.45,5.31,0.25,0.28,0.091202002,7.121161823,2.963207184,2.5588324,4.747794078,1.276999894,9196.342955,11131.6899
3932.75,2.42,85.08,161.1,3582.4,1892.03,0.31,3.29,3.36,5.22,0.25,0.27,0.09217,6.860479572,2.749679795,2.35607308,4.511313474,1.258376181,9062.449767,10997.85823
3932.88,2.41,87.16,160.5,3497.02,1899.04,0.29,3.26,3.3,5.19,0.23,0.26,0.091689997,6.60928072,2.493612072,2.112614822,4.282863926,1.263012858,8829.719344,10765.18932
3933,2.4,88.99,159.62,3425.08,1909.5,0.27,3.23,3.25,5.15,0.22,0.25,0.090483999,6.379488494,2.261165751,1.892245946,4.081242916,1.268502394,8591.831293,10527.36279
3933.13,2.38,90.11,157.55,3382.69,1934.66,0.26,3.25,3.25,5.16,0.21,0.24,0.088311996,6.221452514,2.06391014,1.705349494,3.949302737,1.291826878,8336.183596,10271.77661
3933.25,2.36,89.36,153.07,3410.92,1991.27,0.24,3.37,3.36,5.3,0.2,0.23,0.085900002,6.247947967,1.957304794,1.603624513,3.986786252,1.358752294,8098.679616,10034.33414
3933.38,2.36,86.74,147.89,3514.08,2060.97,0.24,3.59,3.58,5.53,0.19,0.23,0.084940004,6.494208447,2.010206276,1.652023494,4.220849677,1.451836281,8011.795532,9947.511575
3933.5,2.38,82.59,143.06,3690.48,2130.6,0.25,3.91,3.92,5.88,0.21,0.24,0.084940004,7.016917322,2.28225612,1.906788395,4.696729679,1.56543152,8129.322083,10065.09964
3933.63,2.41,77.5,137.66,3932.92,2214.22,0.27,4.35,4.39,6.36,0.22,0.25,0.085299997,7.801335504,2.729601558,2.326097965,5.417120964,1.717035317,8317.843847,10253.68292
3933.75,2.45,73.46,132.73,4148.97,2296.43,0.28,4.8,4.87,6.85,0.23,0.26,0.085780001,8.564951867,3.141207271,2.709666716,6.126032304,1.876739207,8422.011246,10357.91184
3933.88,2.48,70.99,128.99,4293.48,2363.03,0.28,5.16,5.25,7.25,0.24,0.27,0.086140003,9.115289036,3.398609243,2.946195348,6.640422086,2.011484192,8433.181229,10369.14334
3934,2.5,69.37,126.24,4393.77,2414.51,0.28,5.42,5.53,7.53,0.24,0.27,0.086140003,9.488075783,3.557513298,3.090654253,6.996279126,2.112759964,8418.018112,10354.04173
3934.13,2.5,68.65,124.96,4439.59,2439.22,0.28,5.53,5.65,7.64,0.24,0.27,0.08566,9.627333362,3.61451109,3.142395258,7.137253186,2.154501695,8406.416016,10342.50115
3934.25,2.49,69.06,123.92,4413.79,2459.6,0.27,5.56,5.66,7.67,0.23,0.27,0.085900002,9.50628738,3.44559878,2.976827488,7.026291533,2.181883742,8273.106657,10209.25331
3934.38,2.48,69.79,122.62,4367.67,2485.81,0.26,5.61,5.68,7.72,0.22,0.26,0.084696007,9.348407536,3.201982758,2.736493689,6.87190553,2.225946243,8068.666696,10004.87486
3934.5,2.49,70.56,122.75,4319.52,2483.05,0.25,5.57,5.63,7.69,0.21,0.25,0.081808004,9.207882915,3.063882724,2.602609881,6.729334628,2.223685658,7976.771824,9913.041509
3934.63,2.49,71.71,125.77,4250.6,2423.49,0.26,5.35,5.4,7.45,0.22,0.25,0.078920002,9.010834949,3.065386725,2.613626381,6.529410119,2.122551686,8085.831143,10022.16234
3934.75,2.49,73.66,130.83,4137.96,2329.71,0.27,4.98,5.03,7.08,0.22,0.26,0.077951999,8.674447021,3.046889255,2.609051514,6.195391353,1.963816235,8253.714107,10190.10682
3934.88,2.45,76.27,135.29,3996.46,2252.97,0.27,4.57,4.61,6.62,0.22,0.26,0.080241995,8.105708658,2.829897829,2.414253939,5.679305879,1.804906678,8285.896814,10222.35105
3935,2.4,78.87,138.57,3864.48,2199.61,0.26,4.26,4.28,6.26,0.21,0.25,0.085302,7.579280232,2.572811333,2.177485002,5.210733015,1.688130808,8228.153376,10164.66912
3935.13,2.37,80.29,139.87,3796.11,2179.22,0.25,4.1,4.11,6.07,0.21,0.25,0.092528,7.284457819,2.412189665,2.028782143,4.956900863,1.633552102,8159.241224,10095.81849
3935.25,2.37,80.03,138.29,3808.59,2204.14,0.25,4.16,4.17,6.13,0.21,0.24,0.101199999,7.303085529,2.363669546,1.980398592,4.979008898,1.66761164,8066.719919,10003.3587
3935.38,2.39,78.94,135.86,3860.93,2243.54,0.25,4.35,4.35,6.35,0.2,0.24,0.104575996,7.525264176,2.408736338,2.016677644,5.170877492,1.746013468,8004.69565,9941.395945
3935.5,2.42,77.71,134.29,3922.52,2269.72,0.25,4.52,4.53,6.54,0.21,0.24,0.106865997,7.791047664,2.527583389,2.124689526,5.401889417,1.808671561,8031.628309,9968.39012
3935.63,2.43,76.41,133.59,3989.18,2281.62,0.26,4.62,4.64,6.65,0.21,0.25,0.107349997,8.018447476,2.692060518,2.280647056,5.612448529,1.835999217,8136.713901,10073.53723
3935.75,2.44,75.35,133.57,4044.97,2281.97,0.27,4.68,4.72,6.73,0.22,0.26,0.105064001,8.228028863,2.869823173,2.450371485,5.803764213,1.847133765,8264.467938,10201.35278
3935.88,2.45,75.07,134.51,4060.05,2266.07,0.27,4.65,4.7,6.7,0.23,0.26,0.098800001,8.289392364,2.972707923,2.550760759,5.859073634,1.825205511,8370.506428,10307.45279
3936,2.44,75.11,135.88,4058.03,2243.17,0.28,4.56,4.63,6.6,0.23,0.26,0.093015995,8.256369803,3.031914303,2.611219894,5.834130949,1.782666727,8469.116997,10406.12487
3936.13,2.43,75.28,136.85,4049.02,2227.32,0.28,4.48,4.55,6.5,0.23,0.26,0.088311996,8.175920399,3.036863783,2.619504371,5.770198857,1.746051708,8520.833609,10457.903
3936.25,2.42,76.03,137.68,4009.17,2213.81,0.28,4.4,4.46,6.41,0.23,0.26,0.086140003,8.029982891,2.953257099,2.541262457,5.636212678,1.718532104,8496.243251,10433.37416
